,English,Bengala
67965,,বিধিতে
67966,,অনুযায়ীই
67967,,পরিপূরক
67968,,উসেইন
67969,,বিশ্বচ্যাম্পিয়ন
67970,,ইমেল
67971,,পাড়ারই
67972,,মানও
67973,,আধুনিকীকরণের
67974,,দাঁতনের
67975,,শরণার্থীর
67976,,বারোটার
67977,,পোড়খাওয়া
67978,,দেবলীনা
67979,,ইন্ডিয়ান্স
67980,,সংগঠনগুলিকে
67981,,বারিক
67982,,অক্ষরেখা
67983,,টোটোয়
67984,,ওয়েল
67985,,জাঠার
67986,,উপন্যাসে
67987,,প্যান্ডেলে
67988,,সোনোয়ালের
67989,,ঢিমেতালে
67990,,অন্যথায়
67991,,আনব
67992,,উঠিয়াছে
67993,,আজম
67994,,কর্তাই
67995,,কমিটিগুলিকে
67996,,আশাও
67997,,শটার
67998,,সলতে
67999,,কাদেরের
68000,,অথরিটির
68001,,পাহাড়ে
68002,,রমেশের
68003,,সম্মুখে
68004,,ইউএসজি
68005,,পরীক্ষানিরীক্ষা
68006,,শরৎচন্দ্র
68007,,ঘটাচ্ছে
68008,,ধামসা
68009,,সতর্কও
68010,,স্বপনের
68011,,হাসেম
68012,,একগাল
68013,,সম্যক
68014,,বাতলে
68015,,মুণ্ডা
68016,,বন্দুকবাজ
68017,,অভিযোগকারিণী
68018,,উচিৎ
68019,,বিসি
68020,,আঁটি
68021,,সুপ্রতিম
68022,,কোষাগার
68023,,অনুষঙ্গ
68024,,ফেডেরারের
68025,,বিরতিতে
68026,,ভেন্টিলেশনে
68027,,শাড়ির
68028,,করণিক
68029,,রজবীর
68030,,স্কট
68031,,শাড়িতে
68032,,জিনের
68033,,অ্যালকোহল
68034,,মেটাতেই
68035,,সম্পাদককে
68036,,সম্প্রদায়কে
68037,,নবগঠিত
68038,,ধোঁয়ার
68039,,চুপি
68040,,বৈশাখের
68041,,দর্শনার্থী
68042,,তসলিমা
68043,,পোস্তা
68044,,ট্রাক্টরের
68045,,মাল্যর
68046,,জোটসঙ্গী
68047,,বলাটা
68048,,ক্যাজুয়াল
68049,,উঠছি
68050,,বোধগম্য
68051,,অনুসারী
68052,,সাতাশ
68053,,কেরামতি
68054,,খোঁড়া
68055,,ফাইট
68056,,টয়ট্রেন
68057,,শরীরকে
68058,,উদয়নারায়ণপুরের
68059,,উজ্জ্বলবাবু
68060,,গোদের
68061,,বারুইপুরের
68062,,অন্তর্ধান
68063,,চালালেন
68064,,টেপ
68065,,পরে 
68066,,মৌ
68067,,লোন
68068,,বেরিয়েই
68069,,নিন্দায়
68070,,চৌরঙ্গি
68071,,রেলপথের
68072,,শিল্পা
68073,,মহামায়া
68074,,বুনে
68075,,নামপ্রকাশে
68076,,মিঠে
68077,,এলিট
68078,,ফেলেছিলাম
68079,,বায়ো
68080,,দেখাইয়া
68081,,দুঃস্থদের
68082,,ঊর্ধ্বমুখী
68083,,ক্ষেপে
68084,,নীলমণি
68085,,হাঁসখালি
68086,,সুসজ্জিত
68087,,চিকেনের
68088,,পিপিএফ
68089,,ভাঙবে
68090,,বৃন্দাবন
68091,,মতাদর্শের
68092,,উদ্ভাবন
68093,,পোহালেই
68094,,আনন্দগোপাল
68095,,এগারোয়
68096,,সুবর্ণরেখা
68097,,জাঁ
68098,,সমালোচনা
68099,,মোশন
68100,,খাপলাং
68101,,আন্তরিকতা
68102,,উত্তমের
68103,,এলিয়ে
68104,,একসময়ে
68105,,টমেটো
68106,,কমিয়েছে
68107,,প্রেসিডেন্টকে
68108,,ফিলিপিন্সের
68109,,সাইটের
68110,,সেল্‌ফি
68111,,পরিশোধন
68112,,আরামবাগে
68113,,চেতিয়া
68114,,অশোকনগরের
68115,,মুখপত্র
68116,,ছবিটিতে
68117,,সিএসটিসি
68118,,গোষ্ঠীকোন্দল
68119,,বাঁধিয়ে
68120,,চাষও
68121,,জানাচ্ছিলেন
68122,,বিলাসিতা
68123,,প্রতিযোগিতাও
68124,,ক্যানভাসে
68125,,ছাত্রাবাসে
68126,,ধরাতে
68127,,প্রতীক্ষা
68128,,চ
68129,,কুকুরদের
68130,,মুহুর্তে
68131,,কুঁকড়ে
68132,,গোষ্ঠীতে
68133,,অর্ধ
68134,,খেলেছিল
68135,,অজয়বাবু
68136,,স্বেচ্ছাসেবক
68137,,চিত্রকর
68138,,মাফিয়ারা
68139,,কন্ট্রোলে
68140,,দিনটার
68141,,অনুয়ায়ী
68142,,চাওলা
68143,,রমা
68144,,অর্পণ
68145,,রেডার
68146,,অবমাননা
68147,,ক্ষয়ে
68148,,ওইটুকু
68149,,গোয়ালতোড়
68150,,সিকিওরিটি
68151,,রণধীর
68152,,আটের
68153,,লালনের
68154,,বিভ্রান্তির
68155,,জমিদাতা
68156,,চালানো
68157,,খটকা
68158,,অমিতাভবাবু
68159,,প্রবীরবাবু
68160,,জেতায়
68161,,স্বচ্ছন্দে
68162,,জনকল্যাণ
68163,,আইনুল
68164,,আঁতাত
68165,,বৈদেশিক
68166,,আবছা
68167,,চাষিরাও
68168,,খাচ্ছিল
68169,,কোহালিরা
68170,,যিশুর
68171,,শ্রীলঙ্কাকে
68172,,রফিকের
68173,,চাপিয়েছেন
68174,,বাদশার
68175,,পাঁচলা
68176,,সুন্নি
68177,,গবেষণাগার
68178,,সিতাই
68179,,অন্যরাও
68180,,পাতলেই
68181,,ঝাঁটা
68182,,দুবাইয়ের
68183,,ঝাপটা
68184,,খবরাখবর
68185,,সুগন্ধি
68186,,বিচ্যুতি
68187,,জেড
68188,,শঙ্কু
68189,,জমাচ্ছেন
68190,,নোটিস
68191,,দৌরাত্ম্যের
68192,,পরিস্থিতিও
68193,,দ্বিজেন্দ্রলাল
68194,,সারলেন
68195,,বোঝালেন
68196,,ভেবেচিন্তে
68197,,উচ্চবাচ্য
68198,,নির্বাক
68199,,উপনগরী
68200,,পার্লামেন্ট
68201,,পরিমাণের
68202,,মুদ্রায়
68203,,বেলুড়
68204,,কোটিরও
68205,,মানকর
68206,,ফজল
68207,,কেন্দ্রবিন্দু
68208,,নন্দকুমারের
68209,,পর্বতারোহী
68210,,সহবাস
68211,,জিন্দেগি
68212,,ঝুমা
68213,,অবশ্যম্ভাবী
68214,,সম্পর্কই
68215,,লিপিবদ্ধ
68216,,সামিট
68217,,খেলাও
68218,,মাদারিহাট
68219,,মারাও
68220,,শিল্পপতিরা
68221,,অস্থাবর
68222,,পুনর্গঠন
68223,,জবরদস্তি
68224,,কব্জায়
68225,,রক্ষণাত্মক
68226,,জমাও
68227,,নীহাররঞ্জন
68228,,আওতাধীন
68229,,নীতা
68230,,শিরদাঁড়া
68231,,কংগ্রেসেরই
68232,,খাদের
68233,,গোপ
68234,,ভুরু
68235,,রায়পুর
68236,,মাতৃভূমি
68237,,আলগাপুর
68238,,অঙ্কন
68239,,বিকাশরঞ্জন
68240,,সুপর্ণা
68241,,মাইলস্টোন
68242,,সমন্বয়ে
68243,,ব্যাগটা
68244,,কর্মচারীর
68245,,জলসার
68246,,টেন্ডারের
68247,,একজোট
68248,,জাপটে
68249,,ভাবনাও
68250,,এমকেডিএ
68251,,তায়
68252,,অনস্ক্রিন
68253,,রত্নাকর
68254,,দিদা
68255,,শিবপালের
68256,,গাড়িগুলির
68257,,সাফসুতরো
68258,,স্কেচ
68259,,অতুলনীয়
68260,,সাঁটা
68261,,দৃশ্যত
68262,,রোমান্টিক
68263,,স্টাডি
68264,,চিত্রা
68265,,নিফ্‌টি
68266,,সার্জেন
68267,,অন্যান্যদের
68268,,মৎস্যমন্ত্রী
68269,,বৈদ্যবাটি
68270,,টিসিএস
68271,,সংযোগস্থলে
68272,,গেয়েছিলেন
68273,,মনোনয়নের
68274,,সুইডেনের
68275,,বিশ্বনাথবাবুর
68276,,খুঁটির
68277,,ইন্ডাস্ট্রিয়াল
68278,,ব্যাডমিন্টনের
68279,,সিএনজি
68280,,প্রজাপতি
68281,,ফারাকটা
68282,,পিডিপি
68283,,সঞ্চিত
68284,,খামারের
68285,,সিরাপ
68286,,বরিশাল
68287,,ভেঙেচুরে
68288,,হানি
68289,,শিল্পকলা
68290,,ফোটার
68291,,বামফ্রন্টকংগ্রেস
68292,,অফে
68293,,আশাতেই
68294,,প্রৌঢ়ার
68295,,তিনতলায়
68296,,পেল্লায়
68297,,লজ্জাজনক
68298,,জিতেন্দ্রনাথ
68299,,ফুসফুসে
68300,,শিট
68301,,বন্দুকবাজের
68302,,ফ্রেন্ডলি
68303,,সামি
68304,,নেভায়
68305,,চেয়ারম্যানকে
68306,,শাসকদলকে
68307,,সংগ্রহশালার
68308,,দর্শনীয়
68309,,ইম্ফল
68310,,নামেননি
68311,,হবে৷
68312,,রাজগ্রাম
68313,,মন্তব্যও
68314,,একাকী
68315,,সুখকর
68316,,পূর্ণচন্দ্র
68317,,করণদিঘি
68318,,টেকনোলজির
68319,,ঘাসে
68320,,লাখে
68321,,মেজাজের
68322,,গড়বেতা
